Drug1,Drug2,Cell_line,Loewe
DB00317,DB00552,ACH-000825,-8.66
DB00317,DB00552,ACH-000849,-2.76
DB00317,DB00552,ACH-000861,-4.98
DB00317,DB00552,ACH-000900,1.78
DB00317,DB00552,ACH-000969,-3.7
DB00317,DB00552,ACH-000971,-6.15
DB00317,DB00552,ACH-000997,-23.91
DB00317,DB00552,ACH-001151,-22.81
DB00317,DB00552,ACH-001190,-5.91
DB00317,DB00563,ACH-000001,-2.54
DB00317,DB00563,ACH-000002,-22.71
DB00317,DB00563,ACH-000019,6.07
DB00317,DB00563,ACH-000046,0.65
DB00317,DB00563,ACH-000090,6.55
DB00317,DB00563,ACH-000147,-1.59
DB00317,DB00563,ACH-000148,10.03
DB00317,DB00563,ACH-000232,0.84
DB00317,DB00563,ACH-000273,4.42
DB00317,DB00563,ACH-000288,5.82
DB00317,DB00563,ACH-000343,-2.91
DB00317,DB00563,ACH-000367,6.61
DB00317,DB00563,ACH-000376,-0.71
DB00317,DB00563,ACH-000425,2.9
DB00317,DB00563,ACH-000428,-0.87
DB00317,DB00563,ACH-000433,0.75
DB00317,DB00563,ACH-000463,5.2
DB00317,DB00563,ACH-000477,2.44
DB00317,DB00563,ACH-000504,-0.53
DB00317,DB00563,ACH-000551,3.6
DB00317,DB00563,ACH-000552,-6.9
DB00317,DB00563,ACH-000555,6.95
DB00317,DB00563,ACH-000579,1.17
DB00317,DB00563,ACH-000615,-1.02
DB00317,DB00563,ACH-000617,-2.85
DB00317,DB00563,ACH-000649,-1.02
DB00317,DB00563,ACH-000651,-0.76
DB00317,DB00563,ACH-000655,5.59
DB00317,DB00563,ACH-000681,-3.98
DB00317,DB00563,ACH-000696,5.65
DB00317,DB00563,ACH-000706,1.23
DB00317,DB00563,ACH-000730,1.53
DB00317,DB00563,ACH-000768,0.14
DB00317,DB00563,ACH-000811,0.35
DB00317,DB00563,ACH-000825,1.21
DB00317,DB00563,ACH-000849,1.13
DB00317,DB00563,ACH-000861,-18.12
DB00317,DB00563,ACH-000900,2.84
DB00317,DB00563,ACH-000966,4.64
DB00317,DB00563,ACH-000969,3.93
DB00317,DB00563,ACH-000971,-16.6
DB00317,DB00563,ACH-000997,-6.42
DB00317,DB00563,ACH-001151,6.98
DB00317,DB00563,ACH-001190,2.1
DB00317,DB00608,ACH-000019,-0.91
DB00317,DB00608,ACH-000028,5.45
DB00317,DB00608,ACH-000044,-1.13
DB00317,DB00608,ACH-000097,-7.19
DB00317,DB00608,ACH-000147,-7.56
DB00317,DB00608,ACH-000277,-13.73
DB00317,DB00608,ACH-000349,-1.08
DB00317,DB00608,ACH-000568,-5.13
DB00317,DB00608,ACH-000759,-8.7
DB00317,DB00608,ACH-000783,-4.77
DB00317,DB00608,ACH-000927,-21.46
DB00317,DB00608,ACH-000934,-2.14
DB00317,DB00619,ACH-000001,-3.56
DB00317,DB00619,ACH-000002,3.74
DB00317,DB00619,ACH-000019,-2.04
DB00317,DB00619,ACH-000046,-12.39
DB00317,DB00619,ACH-000090,-6.35
DB00317,DB00619,ACH-000147,4.96
DB00317,DB00619,ACH-000148,-5.89
DB00317,DB00619,ACH-000232,0.71
DB00317,DB00619,ACH-000273,-0.6
DB00317,DB00619,ACH-000288,-4.65
DB00317,DB00619,ACH-000343,-10.08
DB00317,DB00619,ACH-000367,-0.89
DB00317,DB00619,ACH-000425,-3.38
DB00317,DB00619,ACH-000428,-8.02
DB00317,DB00619,ACH-000433,-9.2
DB00317,DB00619,ACH-000463,-9.5
DB00317,DB00619,ACH-000477,-11.48
DB00317,DB00619,ACH-000504,-1.68
DB00317,DB00619,ACH-000551,-4.59
DB00317,DB00619,ACH-000552,8.28
DB00317,DB00619,ACH-000555,-9.36
DB00317,DB00619,ACH-000579,1.64
DB00317,DB00619,ACH-000615,-0.74
DB00317,DB00619,ACH-000617,-1.55
DB00317,DB00619,ACH-000649,4.68
DB00317,DB00619,ACH-000651,-3.27
DB00317,DB00619,ACH-000655,-0.1
DB00317,DB00619,ACH-000696,-3.85
DB00317,DB00619,ACH-000706,-5.74
DB00317,DB00619,ACH-000730,-3.52
DB00317,DB00619,ACH-000750,-4.26
DB00317,DB00619,ACH-000768,0.54
DB00317,DB00619,ACH-000811,-9.6
DB00317,DB00619,ACH-000825,2.38
DB00317,DB00619,ACH-000849,-1.66
DB00317,DB00619,ACH-000861,-5.35
DB00317,DB00619,ACH-000900,-1.69
DB00317,DB00619,ACH-000969,-9.13
DB00317,DB00619,ACH-000971,-2.22
DB00317,DB00619,ACH-000997,-7.46
DB00317,DB00619,ACH-001151,1.24
DB00317,DB00619,ACH-001190,-7.6
DB00317,DB00642,ACH-000001,-5.27
DB00317,DB00642,ACH-000002,4.48
DB00317,DB00642,ACH-000019,2.39
DB00317,DB00642,ACH-000046,3.19
DB00317,DB00642,ACH-000090,4.29
DB00317,DB00642,ACH-000147,1.77
DB00317,DB00642,ACH-000148,8.72
DB00317,DB00642,ACH-000232,0.3
DB00317,DB00642,ACH-000273,0
DB00317,DB00642,ACH-000288,0.45
DB00317,DB00642,ACH-000343,-5.73
DB00317,DB00642,ACH-000367,0.16
DB00317,DB00642,ACH-000376,-2.27
DB00317,DB00642,ACH-000425,0.24
DB00317,DB00642,ACH-000428,0.92
DB00317,DB00642,ACH-000433,-4.02
DB00317,DB00642,ACH-000463,3.62
DB00317,DB00642,ACH-000477,-4.62
DB00317,DB00642,ACH-000504,-0.61
DB00317,DB00642,ACH-000551,6.27
DB00317,DB00642,ACH-000552,-3.08
DB00317,DB00642,ACH-000555,6.7
DB00317,DB00642,ACH-000579,-7.7
DB00317,DB00642,ACH-000615,3.87
DB00317,DB00642,ACH-000617,-13.03
DB00317,DB00642,ACH-000649,0.09
DB00317,DB00642,ACH-000651,3.5
DB00317,DB00642,ACH-000655,4
DB00317,DB00642,ACH-000681,-4.17
DB00317,DB00642,ACH-000696,0.27
DB00317,DB00642,ACH-000706,-2.55
DB00317,DB00642,ACH-000730,3.22
DB00317,DB00642,ACH-000750,-10.19
DB00317,DB00642,ACH-000768,1.65
DB00317,DB00642,ACH-000811,-4.15
DB00317,DB00642,ACH-000825,-1.89
DB00317,DB00642,ACH-000861,9.36
DB00317,DB00642,ACH-000900,-2.48
DB00317,DB00642,ACH-000966,9.11
DB00317,DB00642,ACH-000969,-1.38
DB00317,DB00642,ACH-000971,-9.16
DB00317,DB00642,ACH-000997,-0.25
DB00317,DB00642,ACH-001151,1.94
DB00317,DB00642,ACH-001190,-5.25
DB00317,DB00648,ACH-000001,-8.16
DB00317,DB00648,ACH-000002,1.48
DB00317,DB00648,ACH-000019,-2.19
DB00317,DB00648,ACH-000046,-19.26
DB00317,DB00648,ACH-000090,-6.36
DB00317,DB00648,ACH-000147,0.75
DB00317,DB00648,ACH-000148,-3.41
DB00317,DB00648,ACH-000232,-0.75
DB00317,DB00648,ACH-000273,-4.84
DB00317,DB00648,ACH-000288,-10.63
DB00317,DB00648,ACH-000367,-12.21
DB00317,DB00648,ACH-000425,-11.42
DB00317,DB00648,ACH-000428,-9.44
DB00317,DB00648,ACH-000433,-24.51
DB00317,DB00648,ACH-000463,-9.38
DB00317,DB00648,ACH-000477,-19.69
DB00317,DB00648,ACH-000504,-12.45
DB00317,DB00648,ACH-000551,-2.07
DB00317,DB00648,ACH-000552,-1.34
DB00317,DB00648,ACH-000555,-9.19
DB00317,DB00648,ACH-000579,-1.2
DB00317,DB00648,ACH-000615,-1.2
DB00317,DB00648,ACH-000617,-3.37
DB00317,DB00648,ACH-000649,-8.89
DB00317,DB00648,ACH-000651,8.58
DB00317,DB00648,ACH-000655,-3.53
DB00317,DB00648,ACH-000696,-13.34
DB00317,DB00648,ACH-000706,-2.49
DB00317,DB00648,ACH-000730,-26.61
DB00317,DB00648,ACH-000750,-3.01
DB00317,DB00648,ACH-000768,-9.18
DB00317,DB00648,ACH-000811,-16.73
DB00317,DB00648,ACH-000825,-9.52
DB00317,DB00648,ACH-000849,-3.79
DB00317,DB00648,ACH-000861,-3.93
DB00317,DB00648,ACH-000900,1.82
DB00317,DB00648,ACH-000969,5.93
DB00317,DB00648,ACH-000971,4
DB00317,DB00648,ACH-000997,-23.63
DB00317,DB00648,ACH-001151,-19.29
DB00317,DB00648,ACH-001190,-15.56
DB00317,DB00675,ACH-000019,1.85
DB00317,DB00675,ACH-000028,1.29
DB00317,DB00675,ACH-000044,-11.44
DB00317,DB00675,ACH-000097,-4.78
DB00317,DB00675,ACH-000147,-2.21
DB00317,DB00675,ACH-000277,0.58
DB00317,DB00675,ACH-000349,-6.1
DB00317,DB00675,ACH-000568,-20.91
DB00317,DB00675,ACH-000759,-41.81
DB00317,DB00675,ACH-000783,-9.85
DB00317,DB00675,ACH-000927,2.45
DB00317,DB00675,ACH-000934,3.99
DB00317,DB00724,ACH-000001,3.3
DB00317,DB00724,ACH-000002,4.6
DB00317,DB00724,ACH-000019,-2.33
DB00317,DB00724,ACH-000046,-2.15
DB00317,DB00724,ACH-000090,-0.28
DB00317,DB00724,ACH-000147,-2.58
DB00317,DB00724,ACH-000148,-2.19
DB00317,DB00724,ACH-000232,0.42
DB00317,DB00724,ACH-000273,-0.49
DB00317,DB00724,ACH-000288,0.72
DB00317,DB00724,ACH-000367,-4.07
DB00317,DB00724,ACH-000376,-1.7
DB00317,DB00724,ACH-000425,1.17
DB00317,DB00724,ACH-000428,-2.57
DB00317,DB00724,ACH-000433,-2.78
DB00317,DB00724,ACH-000463,-4.44
DB00317,DB00724,ACH-000477,0.25
DB00317,DB00724,ACH-000504,1.49
DB00317,DB00724,ACH-000551,0.81
DB00317,DB00724,ACH-000552,0.22
DB00317,DB00724,ACH-000555,-2.82
DB00317,DB00724,ACH-000579,3.53
DB00317,DB00724,ACH-000617,-2.46
DB00317,DB00724,ACH-000649,-0.64
DB00317,DB00724,ACH-000651,2.17
DB00317,DB00724,ACH-000655,-0.02
DB00317,DB00724,ACH-000696,1.3
DB00317,DB00724,ACH-000706,-0.65
DB00317,DB00724,ACH-000730,-1.99
DB00317,DB00724,ACH-000750,-0.51
DB00317,DB00724,ACH-000768,-2.47
DB00317,DB00724,ACH-000825,-2.24
DB00317,DB00724,ACH-000849,-2.15
DB00317,DB00724,ACH-000861,-0.33
DB00317,DB00724,ACH-000900,-2.3
DB00317,DB00724,ACH-000969,-7.34
DB00317,DB00724,ACH-000971,-2.62
DB00317,DB00724,ACH-000997,-6.39
DB00317,DB00724,ACH-001151,-3.49
DB00317,DB00724,ACH-001190,-1.35
DB00317,DB00755,ACH-000001,-7.43
DB00317,DB00755,ACH-000002,-26.53
DB00317,DB00755,ACH-000019,2.06
DB00317,DB00755,ACH-000046,8.88
DB00317,DB00755,ACH-000090,-4.56
DB00317,DB00755,ACH-000147,6.09
DB00317,DB00755,ACH-000148,5.27
DB00317,DB00755,ACH-000232,-4.51
DB00317,DB00755,ACH-000273,7.54
DB00317,DB00755,ACH-000288,-1.67
DB00317,DB00755,ACH-000343,0.32
DB00317,DB00755,ACH-000367,-1.54
DB00317,DB00755,ACH-000376,3.52
DB00317,DB00755,ACH-000425,3.67
DB00317,DB00755,ACH-000428,-3.38
DB00317,DB00755,ACH-000433,-4.83
DB00317,DB00755,ACH-000463,12.3
DB00317,DB00755,ACH-000477,6.36
DB00317,DB00755,ACH-000504,5.71
DB00317,DB00755,ACH-000551,-1.62
DB00317,DB00755,ACH-000555,1.68
DB00317,DB00755,ACH-000579,-7.9
DB00317,DB00755,ACH-000617,-4
DB00317,DB00755,ACH-000649,-5.52
DB00317,DB00755,ACH-000655,-0.46
DB00317,DB00755,ACH-000681,8.2
DB00317,DB00755,ACH-000696,-0.32
DB00317,DB00755,ACH-000706,-0.8
DB00317,DB00755,ACH-000730,3.74
DB00317,DB00755,ACH-000750,-3.98
DB00317,DB00755,ACH-000768,-2.28
DB00317,DB00755,ACH-000811,-1.71
DB00317,DB00755,ACH-000825,-1.1
DB00317,DB00755,ACH-000849,-4.41
DB00317,DB00755,ACH-000861,2.41
DB00317,DB00755,ACH-000900,1.56
DB00317,DB00755,ACH-000966,6.51
DB00317,DB00755,ACH-000969,11.75
DB00317,DB00755,ACH-000971,-3.54
DB00317,DB00755,ACH-000997,1.98
DB00317,DB00755,ACH-001151,-4.45
DB00317,DB00755,ACH-001190,-1.38
DB00317,DB00773,ACH-000001,6.21
DB00317,DB00773,ACH-000002,14.71
DB00317,DB00773,ACH-000019,5.45
DB00317,DB00773,ACH-000046,10.56
DB00317,DB00773,ACH-000090,10.33
DB00317,DB00773,ACH-000147,4.85
DB00317,DB00773,ACH-000148,13.26
DB00317,DB00773,ACH-000232,5.42
DB00317,DB00773,ACH-000273,9.01
DB00317,DB00773,ACH-000288,4.59
DB00317,DB00773,ACH-000367,9.76
DB00317,DB00773,ACH-000376,-8.47
DB00317,DB00773,ACH-000425,8.03
DB00317,DB00773,ACH-000428,9.14
DB00317,DB00773,ACH-000433,5.27
DB00317,DB00773,ACH-000463,11.92
DB00317,DB00773,ACH-000477,-12.07
DB00317,DB00773,ACH-000504,6.91
DB00317,DB00773,ACH-000551,12.18
DB00317,DB00773,ACH-000552,6.73
DB00317,DB00773,ACH-000555,9.18
DB00317,DB00773,ACH-000579,5.9
DB00317,DB00773,ACH-000615,4.38
DB00317,DB00773,ACH-000617,3.24
DB00317,DB00773,ACH-000649,5.84
DB00317,DB00773,ACH-000651,1.3
DB00317,DB00773,ACH-000655,8.64
DB00317,DB00773,ACH-000681,10.01
DB00317,DB00773,ACH-000696,5.34
DB00317,DB00773,ACH-000706,17.29
DB00317,DB00773,ACH-000730,9.22
DB00317,DB00773,ACH-000750,6.45
DB00317,DB00773,ACH-000768,7.96
DB00317,DB00773,ACH-000811,4.03
DB00317,DB00773,ACH-000825,8.34
DB00317,DB00773,ACH-000849,14
DB00317,DB00773,ACH-000861,14.16
DB00317,DB00773,ACH-000900,3.81
DB00317,DB00773,ACH-000966,13.1
DB00317,DB00773,ACH-000969,15.88
DB00317,DB00773,ACH-000971,-8.3
DB00317,DB00773,ACH-000997,3.67
DB00317,DB00773,ACH-001151,-3.08
DB00317,DB00773,ACH-001190,8.75
DB00317,DB00851,ACH-000001,-8.53
DB00317,DB00851,ACH-000002,17.22
DB00317,DB00851,ACH-000019,-10.48
DB00317,DB00851,ACH-000046,-13.48
DB00317,DB00851,ACH-000090,-9.8
DB00317,DB00851,ACH-000147,-14.74
DB00317,DB00851,ACH-000148,3.43
DB00317,DB00851,ACH-000232,-3.93
DB00317,DB00851,ACH-000273,4.59
DB00317,DB00851,ACH-000288,-38.71
DB00317,DB00851,ACH-000343,-11.13
DB00317,DB00851,ACH-000367,-27.05
DB00317,DB00851,ACH-000425,-2.93
DB00317,DB00851,ACH-000428,0.44
DB00317,DB00851,ACH-000433,-5.14
DB00317,DB00851,ACH-000463,-2.25
DB00317,DB00851,ACH-000477,-43.88
DB00317,DB00851,ACH-000504,-22.29
DB00317,DB00851,ACH-000551,3.55
DB00317,DB00851,ACH-000552,-12.81
DB00317,DB00851,ACH-000555,-14.85
DB00317,DB00851,ACH-000579,-11.02
DB00317,DB00851,ACH-000615,-16.73
DB00317,DB00851,ACH-000617,-6.47
DB00317,DB00851,ACH-000649,-15.46
DB00317,DB00851,ACH-000651,-2.46
DB00317,DB00851,ACH-000655,-14.88
DB00317,DB00851,ACH-000696,-28.43
DB00317,DB00851,ACH-000706,-12.86
DB00317,DB00851,ACH-000730,-23.2
DB00317,DB00851,ACH-000750,7.57
DB00317,DB00851,ACH-000768,-25.91
DB00317,DB00851,ACH-000811,-20.99
DB00317,DB00851,ACH-000825,-2.67
DB00317,DB00851,ACH-000849,-12.7
DB00317,DB00851,ACH-000861,-5.94
DB00317,DB00851,ACH-000900,-17.98
DB00317,DB00851,ACH-000966,2.35
DB00317,DB00851,ACH-000969,-7.7
DB00317,DB00851,ACH-000971,2.38
DB00317,DB00851,ACH-000997,-14
DB00317,DB00851,ACH-001151,-38.49
DB00317,DB00851,ACH-001190,-34.23
DB00317,DB00877,ACH-000001,1.82
DB00317,DB00877,ACH-000002,7.7
DB00317,DB00877,ACH-000019,-2.3
DB00317,DB00877,ACH-000046,2.33
DB00317,DB00877,ACH-000090,-2.87
DB00317,DB00877,ACH-000147,4.58
DB00317,DB00877,ACH-000148,-8.47
DB00317,DB00877,ACH-000232,2.95
DB00317,DB00877,ACH-000273,3.77
DB00317,DB00877,ACH-000288,0.58
DB00317,DB00877,ACH-000343,6.4
DB00317,DB00877,ACH-000367,2.42
DB00317,DB00877,ACH-000376,-32.64
DB00317,DB00877,ACH-000425,0.19
DB00317,DB00877,ACH-000428,1.66
DB00317,DB00877,ACH-000433,0.09
DB00317,DB00877,ACH-000463,7.47
DB00317,DB00877,ACH-000477,4.6
DB00317,DB00877,ACH-000551,-4.48
DB00317,DB00877,ACH-000552,3.2
DB00317,DB00877,ACH-000555,8.75
DB00317,DB00877,ACH-000579,3.36
DB00317,DB00877,ACH-000615,5
DB00317,DB00877,ACH-000617,6.36
DB00317,DB00877,ACH-000649,3.49
DB00317,DB00877,ACH-000651,0.66
DB00317,DB00877,ACH-000655,-0.01
DB00317,DB00877,ACH-000706,6.83
DB00317,DB00877,ACH-000730,0.98
DB00317,DB00877,ACH-000750,-3.33
DB00317,DB00877,ACH-000768,-0.48
DB00317,DB00877,ACH-000811,2.07
DB00317,DB00877,ACH-000825,0.3
DB00317,DB00877,ACH-000849,4.71
DB00317,DB00877,ACH-000861,2.18
DB00317,DB00877,ACH-000900,5.12
DB00317,DB00877,ACH-000966,9.74
DB00317,DB00877,ACH-000969,0.06
DB00317,DB00877,ACH-000971,-7.47
DB00317,DB00877,ACH-000997,-1.41
DB00317,DB00877,ACH-001151,0.91
DB00317,DB00877,ACH-001190,5.33
DB00317,DB00928,ACH-000019,-3.62
DB00317,DB00928,ACH-000028,0.3
DB00317,DB00928,ACH-000044,-8.43
DB00317,DB00928,ACH-000097,5.9
DB00317,DB00928,ACH-000147,0.13
DB00317,DB00928,ACH-000277,-4.65
DB00317,DB00928,ACH-000349,-1.86
DB00317,DB00928,ACH-000568,-5.26
DB00317,DB00928,ACH-000759,-28.84
DB00317,DB00928,ACH-000783,-10.74
DB00317,DB00928,ACH-000927,-6.21
DB00317,DB00928,ACH-000934,-2.35
DB00317,DB00947,ACH-000001,-3.75
DB00317,DB00947,ACH-000002,4.09
DB00317,DB00947,ACH-000028,23.3
DB00317,DB00947,ACH-000044,4.82
DB00317,DB00947,ACH-000046,-0.07
DB00317,DB00947,ACH-000090,0.07
DB00317,DB00947,ACH-000097,-15.09
DB00317,DB00947,ACH-000148,-10.05
DB00317,DB00947,ACH-000232,1.65
DB00317,DB00947,ACH-000273,-1.77
DB00317,DB00947,ACH-000277,0.18
DB00317,DB00947,ACH-000288,-0.8
DB00317,DB00947,ACH-000343,0.66
DB00317,DB00947,ACH-000349,29.29
DB00317,DB00947,ACH-000367,1.6
DB00317,DB00947,ACH-000376,0.23
DB00317,DB00947,ACH-000425,-1.38
DB00317,DB00947,ACH-000428,-4.06
DB00317,DB00947,ACH-000433,-5.13
DB00317,DB00947,ACH-000463,0.63
DB00317,DB00947,ACH-000477,-0.1
DB00317,DB00947,ACH-000504,-0.39
DB00317,DB00947,ACH-000551,1.89
DB00317,DB00947,ACH-000552,4.92
DB00317,DB00947,ACH-000555,-3.15
DB00317,DB00947,ACH-000568,-11.81
DB00317,DB00947,ACH-000579,7.73
DB00317,DB00947,ACH-000615,1.11
DB00317,DB00947,ACH-000617,-2.18
DB00317,DB00947,ACH-000649,2.4
DB00317,DB00947,ACH-000651,-1.54
DB00317,DB00947,ACH-000655,4.99
DB00317,DB00947,ACH-000681,1.85
DB00317,DB00947,ACH-000696,-3.23
DB00317,DB00947,ACH-000706,0.97
DB00317,DB00947,ACH-000730,-1.72
DB00317,DB00947,ACH-000750,-3.3
DB00317,DB00947,ACH-000759,-21.47
DB00317,DB00947,ACH-000768,1.22
DB00317,DB00947,ACH-000783,-2.05
DB00317,DB00947,ACH-000811,-4.19
DB00317,DB00947,ACH-000825,-0.54
DB00317,DB00947,ACH-000849,-4.13
DB00317,DB00947,ACH-000861,0.22
DB00317,DB00947,ACH-000900,1.06
DB00317,DB00947,ACH-000927,4.21
DB00317,DB00947,ACH-000934,7.62
DB00317,DB00947,ACH-000969,-5.5
DB00317,DB00947,ACH-000971,0
DB00317,DB00947,ACH-000997,-4.15
DB00317,DB00947,ACH-001151,2.77
DB00317,DB00947,ACH-001190,-6.72
DB00317,DB00970,ACH-000001,10.4
DB00317,DB00970,ACH-000002,26.04
DB00317,DB00970,ACH-000019,13.54
DB00317,DB00970,ACH-000046,8.59
DB00317,DB00970,ACH-000090,11.44
DB00317,DB00970,ACH-000147,15.17
DB00317,DB00970,ACH-000232,12.79
DB00317,DB00970,ACH-000273,25.59
DB00317,DB00970,ACH-000288,21.51
DB00317,DB00970,ACH-000367,13.85
DB00317,DB00970,ACH-000425,12.36
DB00317,DB00970,ACH-000428,5.81
DB00317,DB00970,ACH-000433,6.41
DB00317,DB00970,ACH-000463,19.1
DB00317,DB00970,ACH-000477,16.05
DB00317,DB00970,ACH-000504,0.1
DB00317,DB00970,ACH-000551,20.27
DB00317,DB00970,ACH-000552,11.63
DB00317,DB00970,ACH-000555,10.67
DB00317,DB00970,ACH-000579,7.48
DB00317,DB00970,ACH-000617,9.8
DB00317,DB00970,ACH-000649,18.74
DB00317,DB00970,ACH-000651,28.84
DB00317,DB00970,ACH-000655,15.23
DB00317,DB00970,ACH-000696,16.81
DB00317,DB00970,ACH-000706,0.63
DB00317,DB00970,ACH-000730,16.06
DB00317,DB00970,ACH-000750,32.25
DB00317,DB00970,ACH-000768,16.3
DB00317,DB00970,ACH-000811,1.01
DB00317,DB00970,ACH-000825,15.84
DB00317,DB00970,ACH-000861,13.65
DB00317,DB00970,ACH-000900,7.34
DB00317,DB00970,ACH-000969,16.9
DB00317,DB00970,ACH-000971,29.35
DB00317,DB00970,ACH-000997,7.03
DB00317,DB00970,ACH-001151,11
DB00317,DB00970,ACH-001190,16.34
DB00317,DB00990,ACH-000001,1.84
DB00317,DB00990,ACH-000002,1.46
DB00317,DB00990,ACH-000019,-1.04
DB00317,DB00990,ACH-000046,-2
DB00317,DB00990,ACH-000090,6.85
DB00317,DB00990,ACH-000147,0.5
DB00317,DB00990,ACH-000148,-7.09
DB00317,DB00990,ACH-000232,-1.98
DB00317,DB00990,ACH-000273,3.49
DB00317,DB00990,ACH-000288,-7.3
DB00317,DB00990,ACH-000343,4.07
DB00317,DB00990,ACH-000367,-12.2
DB00317,DB00990,ACH-000376,1.22
DB00317,DB00990,ACH-000425,-13.26
DB00317,DB00990,ACH-000428,5.07
DB00317,DB00990,ACH-000433,-10.79
DB00317,DB00990,ACH-000463,-4.64
DB00317,DB00990,ACH-000477,-5.06
DB00317,DB00990,ACH-000504,-9.97
DB00317,DB00990,ACH-000551,-1.27
DB00317,DB00990,ACH-000552,-2.13
DB00317,DB00990,ACH-000555,2.78
DB00317,DB00990,ACH-000579,4.35
DB00317,DB00990,ACH-000615,-8.85
DB00317,DB00990,ACH-000617,5.73
DB00317,DB00990,ACH-000649,-0.26
DB00317,DB00990,ACH-000651,1.87
DB00317,DB00990,ACH-000655,-0.72
DB00317,DB00990,ACH-000681,-1.33
DB00317,DB00990,ACH-000696,-4.68
DB00317,DB00990,ACH-000706,3.29
DB00317,DB00990,ACH-000730,-7.54
DB00317,DB00990,ACH-000750,-3.55
DB00317,DB00990,ACH-000768,-0.63
DB00317,DB00990,ACH-000811,-4.23
DB00317,DB00990,ACH-000825,1.9
DB00317,DB00990,ACH-000849,3.42
DB00317,DB00990,ACH-000861,1.48
DB00317,DB00990,ACH-000900,-3.28
DB00317,DB00990,ACH-000966,14.55
DB00317,DB00990,ACH-000969,10.2
DB00317,DB00990,ACH-000971,-0.08
DB00317,DB00990,ACH-000997,-2.19
DB00317,DB00990,ACH-001151,-10.24
DB00317,DB00990,ACH-001190,-1.22
DB00317,DB01005,ACH-000001,-30.14
DB00317,DB01005,ACH-000002,6.84
DB00317,DB01005,ACH-000019,6.46
DB00317,DB01005,ACH-000046,-10.04
DB00317,DB01005,ACH-000090,-11.35
DB00317,DB01005,ACH-000147,-29.1
DB00317,DB01005,ACH-000148,-14.05
DB00317,DB01005,ACH-000232,1.7
DB00317,DB01005,ACH-000273,-3.88
DB00317,DB01005,ACH-000288,-1.32
DB00317,DB01005,ACH-000343,-14.92
DB00317,DB01005,ACH-000367,-39.39
DB00317,DB01005,ACH-000376,-0.28
DB00317,DB01005,ACH-000425,-11.27
DB00317,DB01005,ACH-000428,-23.32
DB00317,DB01005,ACH-000433,-7.65
DB00317,DB01005,ACH-000463,5.65
DB00317,DB01005,ACH-000477,-20.71
DB00317,DB01005,ACH-000504,-43.59
DB00317,DB01005,ACH-000551,-7.95
DB00317,DB01005,ACH-000552,-17.33
DB00317,DB01005,ACH-000555,-6.06
DB00317,DB01005,ACH-000617,-33.54
DB00317,DB01005,ACH-000649,-14.26
DB00317,DB01005,ACH-000651,1.65
DB00317,DB01005,ACH-000655,-9.08
DB00317,DB01005,ACH-000681,-13.32
DB00317,DB01005,ACH-000696,-16.87
DB00317,DB01005,ACH-000706,-20.07
DB00317,DB01005,ACH-000730,-27.05
DB00317,DB01005,ACH-000750,-8.89
DB00317,DB01005,ACH-000768,-20.03
DB00317,DB01005,ACH-000811,-50.04
DB00317,DB01005,ACH-000825,-22.74
DB00317,DB01005,ACH-000849,-12.23
DB00317,DB01005,ACH-000861,-13.37
DB00317,DB01005,ACH-000900,-14.4
DB00317,DB01005,ACH-000969,-23.75
DB00317,DB01005,ACH-000971,-4.05
DB00317,DB01005,ACH-000997,-63.72
DB00317,DB01005,ACH-001151,-40.75
DB00317,DB01005,ACH-001190,-55.81
DB00317,DB01006,ACH-000001,-4.51
DB00317,DB01006,ACH-000002,0.96
DB00317,DB01006,ACH-000019,-3.09
DB00317,DB01006,ACH-000046,-6.67
DB00317,DB01006,ACH-000090,-2.19
DB00317,DB01006,ACH-000147,-4.16
DB00317,DB01006,ACH-000148,-1.86
DB00317,DB01006,ACH-000232,-0.65
DB00317,DB01006,ACH-000273,-1.52
DB00317,DB01006,ACH-000288,-5.37
DB00317,DB01006,ACH-000367,0.91
DB00317,DB01006,ACH-000425,-2.1
DB00317,DB01006,ACH-000428,-5.73
DB00317,DB01006,ACH-000433,-9.82
DB00317,DB01006,ACH-000463,0.22
DB00317,DB01006,ACH-000477,-13.63
DB00317,DB01006,ACH-000504,0.64
DB00317,DB01006,ACH-000551,-0.57
DB00317,DB01006,ACH-000552,-0.61
DB00317,DB01006,ACH-000555,-4.94
DB00317,DB01006,ACH-000579,1.43
DB00317,DB01006,ACH-000615,-3.61
DB00317,DB01006,ACH-000617,-2.29
DB00317,DB01006,ACH-000649,0.01
DB00317,DB01006,ACH-000651,-2.33
DB00317,DB01006,ACH-000655,-1.58
DB00317,DB01006,ACH-000696,-4.51
DB00317,DB01006,ACH-000706,-1.65
DB00317,DB01006,ACH-000730,-4.96
DB00317,DB01006,ACH-000750,-3.81
DB00317,DB01006,ACH-000768,1.09
DB00317,DB01006,ACH-000811,-9.02
DB00317,DB01006,ACH-000825,-5.01
DB00317,DB01006,ACH-000849,-8.8
DB00317,DB01006,ACH-000861,-2.1
DB00317,DB01006,ACH-000900,-4.2
DB00317,DB01006,ACH-000969,4.53
DB00317,DB01006,ACH-000971,-3.91
DB00317,DB01006,ACH-000997,-4.67
DB00317,DB01006,ACH-001151,-4.9
DB00317,DB01006,ACH-001190,-8.83
DB00317,DB01033,ACH-000001,-16.92
DB00317,DB01033,ACH-000002,10.05
DB00317,DB01033,ACH-000019,-0.82
DB00317,DB01033,ACH-000046,-2.11
