drugbank_id,drug_name,type,drug_FDA,uniprot_id,target_name,gene_name
DB00622,Nicardipine,small molecule,approved,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B
DB00622,Nicardipine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00622,Nicardipine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00622,Nicardipine,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00622,Nicardipine,small molecule,approved,P11229,Muscarinic acetylcholine receptor M1,CHRM1
DB00622,Nicardipine,small molecule,approved,P08172,Muscarinic acetylcholine receptor M2,CHRM2
DB00622,Nicardipine,small molecule,approved,P20309,Muscarinic acetylcholine receptor M3,CHRM3
DB00622,Nicardipine,small molecule,approved,P08173,Muscarinic acetylcholine receptor M4,CHRM4
DB00622,Nicardipine,small molecule,approved,P08912,Muscarinic acetylcholine receptor M5,CHRM5
DB00622,Nicardipine,small molecule,approved,P0DP23,Calmodulin,CALM1
DB00622,Nicardipine,small molecule,approved,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G
DB00622,Nicardipine,small molecule,approved,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H
DB00622,Nicardipine,small molecule,approved,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I
DB00623,Fluphenazine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00623,Fluphenazine,small molecule,approved,P21728,Dopamine D1 receptor,DRD1
DB00623,Fluphenazine,small molecule,approved,P0DP23,Calmodulin,CALM1
DB00623,Fluphenazine,small molecule,approved,P10275,Androgen receptor,AR
DB00623,Fluphenazine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00623,Fluphenazine,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00624,Testosterone,small molecule,approved,P10275,Androgen receptor,AR
DB00624,Testosterone,small molecule,approved,P03372,Estrogen receptor alpha,ESR1
DB00624,Testosterone,small molecule,approved,P08235,Mineralocorticoid receptor,NR3C2
DB00626,Bacitracin,small molecule,approved,P14735,Insulin-degrading enzyme,IDE
DB00626,Bacitracin,small molecule,approved,P01023,Alpha-2-macroglobulin,A2M
DB00627,Niacin,small molecule,approved,P49019,Hydroxycarboxylic acid receptor 3,HCAR3
DB00627,Niacin,small molecule,approved,Q8TDS4,Hydroxycarboxylic acid receptor 2,HCAR2
DB00627,Niacin,small molecule,approved,Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT
DB00627,Niacin,small molecule,approved,P40261,Nicotinamide N-methyltransferase,NNMT
DB00629,Guanabenz,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00629,Guanabenz,small molecule,approved,P18089,Alpha-2B adrenergic receptor,ADRA2B
DB00630,Alendronic acid,small molecule,approved,P14324,Farnesyl pyrophosphate synthase,FDPS
DB00630,Alendronic acid,small molecule,approved,P29074,Tyrosine-protein phosphatase non-receptor type 4,PTPN4
DB00630,Alendronic acid,small molecule,approved,Q13332,Receptor-type tyrosine-protein phosphatase S,PTPRS
DB00630,Alendronic acid,small molecule,approved,P23469,Receptor-type tyrosine-protein phosphatase epsilon,PTPRE
DB00630,Alendronic acid,small molecule,approved,P38606,V-type proton ATPase catalytic subunit A,ATP6V1A
DB00631,Clofarabine,small molecule,approved,P09884,DNA polymerase alpha catalytic subunit,POLA1
DB00631,Clofarabine,small molecule,approved,P23921,Ribonucleoside-diphosphate reductase large subunit,RRM1
DB00633,Dexmedetomidine,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00635,Prednisone,small molecule,approved,P04150,Glucocorticoid receptor,NR3C1
DB00636,Clofibrate,small molecule,approved,Q07869,Peroxisome proliferator-activated receptor alpha,PPARA
DB00637,Astemizole,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00637,Astemizole,small molecule,approved,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2
DB00637,Astemizole,small molecule,approved,O95259,Potassium voltage-gated channel subfamily H member 1,KCNH1
DB00637,Astemizole,small molecule,approved,P10636,Microtubule-associated protein tau,MAPT
DB00640,Adenosine,small molecule,approved,P30542,Adenosine receptor A1,ADORA1
DB00640,Adenosine,small molecule,approved,P29274,Adenosine receptor A2a,ADORA2A
DB00640,Adenosine,small molecule,approved,P29275,Adenosine receptor A2b,ADORA2B
DB00640,Adenosine,small molecule,approved,P0DMS8,Adenosine receptor A3,ADORA3
DB00641,Simvastatin,small molecule,approved,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR
DB00641,Simvastatin,small molecule,approved,P20701,Integrin alpha-L,ITGAL
DB00641,Simvastatin,small molecule,approved,Q92769,Histone deacetylase 2,HDAC2
DB00642,Pemetrexed,small molecule,approved,P04818,Thymidylate synthase,TYMS
DB00642,Pemetrexed,small molecule,approved,P31939,Bifunctional purine biosynthesis protein PURH,ATIC
DB00642,Pemetrexed,small molecule,approved,P00374,Dihydrofolate reductase,DHFR
DB00642,Pemetrexed,small molecule,approved,P22102,Trifunctional purine biosynthetic protein adenosine-3,GART
DB00643,Mebendazole,small molecule,approved,Q71U36,Tubulin alpha-1A chain,TUBA1A
DB00643,Mebendazole,small molecule,approved,P68371,Tubulin beta-4B chain,TUBB4B
DB00644,Gonadorelin,small molecule,approved,P30968,Gonadotropin-releasing hormone receptor,GNRHR
DB00644,Gonadorelin,small molecule,approved,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2
DB00645,Dyclonine,small molecule,approved,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A
DB00647,Dextropropoxyphene,small molecule,approved,P35372,Mu-type opioid receptor,OPRM1
DB00647,Dextropropoxyphene,small molecule,approved,P41143,Delta-type opioid receptor,OPRD1
DB00647,Dextropropoxyphene,small molecule,approved,P41145,Kappa-type opioid receptor,OPRK1
DB00647,Dextropropoxyphene,small molecule,approved,P23141,Liver carboxylesterase 1,CES1
DB00648,Mitotane,small molecule,approved,P15538,"Cytochrome P450 11B1, mitochondrial",CYP11B1
DB00648,Mitotane,small molecule,approved,P03372,Estrogen receptor alpha,ESR1
DB00648,Mitotane,small molecule,approved,P06401,Progesterone receptor,PGR
DB00648,Mitotane,small molecule,approved,P10275,Androgen receptor,AR
DB00648,Mitotane,small molecule,approved,P10109,"Adrenodoxin, mitochondrial",FDX1
DB00651,Dyphylline,small molecule,approved,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B
DB00651,Dyphylline,small molecule,approved,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A
DB00651,Dyphylline,small molecule,approved,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C
DB00651,Dyphylline,small molecule,approved,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D
DB00651,Dyphylline,small molecule,approved,P30542,Adenosine receptor A1,ADORA1
DB00651,Dyphylline,small molecule,approved,P29274,Adenosine receptor A2a,ADORA2A
DB00652,Pentazocine,small molecule,approved,Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1
DB00652,Pentazocine,small molecule,approved,P35372,Mu-type opioid receptor,OPRM1
DB00652,Pentazocine,small molecule,approved,P41145,Kappa-type opioid receptor,OPRK1
DB00654,Latanoprost,small molecule,approved,P43088,Prostaglandin F2-alpha receptor,PTGFR
DB00655,Estrone,small molecule,approved,P03372,Estrogen receptor alpha,ESR1
DB00655,Estrone,small molecule,approved,Q92731,Estrogen receptor beta,ESR2
DB00655,Estrone,small molecule,approved,P10275,Androgen receptor,AR
DB00655,Estrone,small molecule,approved,P11511,Cytochrome P450 19A1,CYP19A1
DB00655,Estrone,small molecule,approved,P04278,Sex hormone-binding globulin,SHBG
DB00656,Trazodone,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00656,Trazodone,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00656,Trazodone,small molecule,approved,P31645,Sodium-dependent serotonin transporter,SLC6A4
DB00656,Trazodone,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB00656,Trazodone,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00656,Trazodone,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00656,Trazodone,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00657,Mecamylamine,small molecule,approved,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2
DB00657,Mecamylamine,small molecule,approved,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7
DB00657,Mecamylamine,small molecule,approved,P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4
DB00657,Mecamylamine,small molecule,approved,P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2
DB00659,Acamprosate,small molecule,approved,P41594,Metabotropic glutamate receptor 5,GRM5
DB00659,Acamprosate,small molecule,approved,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1
DB00661,Verapamil,small molecule,approved,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C
DB00661,Verapamil,small molecule,approved,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B
DB00661,Verapamil,small molecule,approved,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A
DB00661,Verapamil,small molecule,approved,Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11
DB00661,Verapamil,small molecule,approved,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G
DB00661,Verapamil,small molecule,approved,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H
DB00661,Verapamil,small molecule,approved,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2
DB00661,Verapamil,small molecule,approved,P31645,Sodium-dependent serotonin transporter,SLC6A4
DB00661,Verapamil,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00661,Verapamil,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00661,Verapamil,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00661,Verapamil,small molecule,approved,P08183,P-glycoprotein 1,ABCB1
DB00663,Flumethasone,small molecule,approved,P04150,Glucocorticoid receptor,NR3C1
DB00665,Nilutamide,small molecule,approved,P10275,Androgen receptor,AR
DB00666,Nafarelin,small molecule,approved,P30968,Gonadotropin-releasing hormone receptor,GNRHR
DB00666,Nafarelin,small molecule,approved,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2
DB00668,Epinephrine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00668,Epinephrine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00668,Epinephrine,small molecule,approved,P08588,Beta-1 adrenergic receptor,ADRB1
DB00668,Epinephrine,small molecule,approved,P07550,Beta-2 adrenergic receptor,ADRB2
DB00668,Epinephrine,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00668,Epinephrine,small molecule,approved,P18089,Alpha-2B adrenergic receptor,ADRA2B
DB00668,Epinephrine,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00668,Epinephrine,small molecule,approved,P01375,Tumor necrosis factor,TNF
DB00669,Sumatriptan,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB00669,Sumatriptan,small molecule,approved,P28221,5-hydroxytryptamine receptor 1D,HTR1D
DB00669,Sumatriptan,small molecule,approved,P28222,5-hydroxytryptamine receptor 1B,HTR1B
DB00669,Sumatriptan,small molecule,approved,P30939,5-hydroxytryptamine receptor 1F,HTR1F
DB00670,Pirenzepine,small molecule,approved,P11229,Muscarinic acetylcholine receptor M1,CHRM1
DB00672,Chlorpropamide,small molecule,approved,Q09428,ATP-binding cassette sub-family C member 8,ABCC8
DB00673,Aprepitant,small molecule,approved,P25103,Neurokinin 1 receptor,TACR1
DB00674,Galantamine,small molecule,approved,P22303,Acetylcholinesterase,ACHE
DB00674,Galantamine,small molecule,approved,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7
DB00674,Galantamine,small molecule,approved,A9X444,Muscle nicotinic acetylcholine receptor,
DB00674,Galantamine,small molecule,approved,P06276,Cholinesterase,BCHE
DB00675,Tamoxifen,small molecule,approved,P03372,Estrogen receptor alpha,ESR1
DB00675,Tamoxifen,small molecule,approved,Q92731,Estrogen receptor beta,ESR2
DB00675,Tamoxifen,small molecule,approved,P04278,Sex hormone-binding globulin,SHBG
DB00675,Tamoxifen,small molecule,approved,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP
DB00675,Tamoxifen,small molecule,approved,P10275,Androgen receptor,AR
DB00675,Tamoxifen,small molecule,approved,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2
DB00675,Tamoxifen,small molecule,approved,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2
DB00675,Tamoxifen,small molecule,approved,P62508,Estrogen-related receptor gamma,ESRRG
DB00675,Tamoxifen,small molecule,approved,P45983,Mitogen-activated protein kinase 8,MAPK8
DB00677,Isoflurophate,small molecule,approved,P22303,Acetylcholinesterase,ACHE
DB00677,Isoflurophate,small molecule,approved,P06276,Cholinesterase,BCHE
DB00677,Isoflurophate,small molecule,approved,P02787,Serotransferrin,TF
DB00678,Losartan,small molecule,approved,P30556,Type-1 angiotensin II receptor,AGTR1
DB00679,Thioridazine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00679,Thioridazine,small molecule,approved,P21728,Dopamine D1 receptor,DRD1
DB00679,Thioridazine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00679,Thioridazine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00679,Thioridazine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00679,Thioridazine,small molecule,approved,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2
DB00680,Moricizine,small molecule,approved,Q14524,Sodium channel protein type 5 subunit alpha,SCN5A
DB00682,Warfarin,small molecule,approved,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1
DB00682,Warfarin,small molecule,approved,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2
DB00683,Midazolam,small molecule,approved,P29274,Adenosine receptor A2a,ADORA2A
DB00685,Trovafloxacin,small molecule,approved,P11388,DNA topoisomerase 2-alpha,TOP2A
DB00686,Pentosan polysulfate,small molecule,approved,P09038,Fibroblast growth factor 2,FGF2
DB00686,Pentosan polysulfate,small molecule,approved,P05230,Fibroblast growth factor 1,FGF1
DB00686,Pentosan polysulfate,small molecule,approved,P08620,Fibroblast growth factor 4,FGF4
DB00687,Fludrocortisone,small molecule,approved,P08235,Mineralocorticoid receptor,NR3C2
DB00687,Fludrocortisone,small molecule,approved,P04150,Glucocorticoid receptor,NR3C1
DB00688,Mycophenolate mofetil,small molecule,approved,P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1
DB00688,Mycophenolate mofetil,small molecule,approved,P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2
DB00688,Mycophenolate mofetil,small molecule,approved,Q03393,6-pyruvoyl tetrahydrobiopterin synthase,PTS
DB00691,Moexipril,small molecule,approved,P12821,Angiotensin-converting enzyme,ACE
DB00692,Phentolamine,small molecule,approved,Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11
DB00693,Fluorescein,small molecule,approved,P06310,Ig kappa chain V-II region RPMI 6410,
DB00694,Daunorubicin,small molecule,approved,P11388,DNA topoisomerase 2-alpha,TOP2A
DB00694,Daunorubicin,small molecule,approved,Q02880,DNA topoisomerase 2-beta,TOP2B
DB00695,Furosemide,small molecule,approved,Q13621,Solute carrier family 12 member 1,SLC12A1
DB00695,Furosemide,small molecule,approved,P00918,Carbonic anhydrase 2,CA2
DB00695,Furosemide,small molecule,approved,Q9HC97,G-protein coupled receptor 35,GPR35
DB00696,Ergotamine,small molecule,approved,P28221,5-hydroxytryptamine receptor 1D,HTR1D
DB00696,Ergotamine,small molecule,approved,P28222,5-hydroxytryptamine receptor 1B,HTR1B
DB00696,Ergotamine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00696,Ergotamine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00696,Ergotamine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00696,Ergotamine,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00696,Ergotamine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00696,Ergotamine,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00696,Ergotamine,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB00696,Ergotamine,small molecule,approved,P30939,5-hydroxytryptamine receptor 1F,HTR1F
DB00696,Ergotamine,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00696,Ergotamine,small molecule,approved,P41595,5-hydroxytryptamine receptor 2B,HTR2B
DB00696,Ergotamine,small molecule,approved,P18825,Alpha-2C adrenergic receptor,ADRA2C
DB00697,Tizanidine,small molecule,approved,Q9Y2I1,Nischarin,NISCH
DB00699,Nicergoline,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00700,Eplerenone,small molecule,approved,P08235,Mineralocorticoid receptor,NR3C2
DB00703,Methazolamide,small molecule,approved,P00915,Carbonic anhydrase 1,CA1
DB00703,Methazolamide,small molecule,approved,P22748,Carbonic anhydrase 4,CA4
DB00703,Methazolamide,small molecule,approved,P00918,Carbonic anhydrase 2,CA2
DB00703,Methazolamide,small molecule,approved,P43166,Carbonic anhydrase 7,CA7
DB00703,Methazolamide,small molecule,approved,P07451,Carbonic anhydrase 3,CA3
DB00704,Naltrexone,small molecule,approved,P35372,Mu-type opioid receptor,OPRM1
DB00704,Naltrexone,small molecule,approved,P41145,Kappa-type opioid receptor,OPRK1
DB00704,Naltrexone,small molecule,approved,P41143,Delta-type opioid receptor,OPRD1
DB00704,Naltrexone,small molecule,approved,Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1
DB00706,Tamsulosin,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00706,Tamsulosin,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00706,Tamsulosin,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00707,Porfimer sodium,small molecule,approved,P01130,Low-density lipoprotein receptor,LDLR
DB00707,Porfimer sodium,small molecule,approved,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A
DB00708,Sufentanil,small molecule,approved,P35372,Mu-type opioid receptor,OPRM1
DB00708,Sufentanil,small molecule,approved,P41143,Delta-type opioid receptor,OPRD1
DB00708,Sufentanil,small molecule,approved,P41145,Kappa-type opioid receptor,OPRK1
DB00710,Ibandronate,small molecule,approved,O95749,Geranylgeranyl pyrophosphate synthase,GGPS1
DB00710,Ibandronate,small molecule,approved,P14324,Farnesyl pyrophosphate synthase,FDPS
DB00711,Diethylcarbamazine,small molecule,approved,P09917,Arachidonate 5-lipoxygenase,ALOX5
DB00711,Diethylcarbamazine,small molecule,approved,P23219,Prostaglandin G/H synthase 1,PTGS1
DB00712,Flurbiprofen,small molecule,approved,P35354,Prostaglandin G/H synthase 2,PTGS2
DB00712,Flurbiprofen,small molecule,approved,P23219,Prostaglandin G/H synthase 1,PTGS1
DB00713,Oxacillin,small molecule,approved,P46059,Solute carrier family 15 member 1,SLC15A1
DB00713,Oxacillin,small molecule,approved,Q16348,Solute carrier family 15 member 2,SLC15A2
DB00714,Apomorphine,small molecule,approved,P21917,Dopamine D4 receptor,DRD4
DB00714,Apomorphine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00714,Apomorphine,small molecule,approved,P35462,Dopamine D3 receptor,DRD3
DB00714,Apomorphine,small molecule,approved,P21918,Dopamine D5 receptor,DRD5
DB00714,Apomorphine,small molecule,approved,P21728,Dopamine D1 receptor,DRD1
DB00714,Apomorphine,small molecule,approved,P18825,Alpha-2C adrenergic receptor,ADRA2C
DB00714,Apomorphine,small molecule,approved,P18089,Alpha-2B adrenergic receptor,ADRA2B
DB00714,Apomorphine,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB00714,Apomorphine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00714,Apomorphine,small molecule,approved,P41595,5-hydroxytryptamine receptor 2B,HTR2B
DB00714,Apomorphine,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00714,Apomorphine,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00714,Apomorphine,small molecule,approved,P28221,5-hydroxytryptamine receptor 1D,HTR1D
DB00714,Apomorphine,small molecule,approved,P28222,5-hydroxytryptamine receptor 1B,HTR1B
DB00715,Paroxetine,small molecule,approved,P31645,Sodium-dependent serotonin transporter,SLC6A4
DB00715,Paroxetine,small molecule,approved,P23975,Sodium-dependent noradrenaline transporter,SLC6A2
DB00715,Paroxetine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00715,Paroxetine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00715,Paroxetine,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00715,Paroxetine,small molecule,approved,P41595,5-hydroxytryptamine receptor 2B,HTR2B
DB00716,Nedocromil,small molecule,approved,Q9Y271,Cysteinyl leukotriene receptor 1,CYSLTR1
DB00716,Nedocromil,small molecule,approved,Q9NS75,Cysteinyl leukotriene receptor 2,CYSLTR2
DB00716,Nedocromil,small molecule,approved,P21462,fMet-Leu-Phe receptor,FPR1
DB00716,Nedocromil,small molecule,approved,Q13258,Prostaglandin D2 receptor,PTGDR
DB00716,Nedocromil,small molecule,approved,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB00717,Norethisterone,small molecule,approved,P06401,Progesterone receptor,PGR
DB00717,Norethisterone,small molecule,approved,P10275,Androgen receptor,AR
DB00717,Norethisterone,small molecule,approved,P04150,Glucocorticoid receptor,NR3C1
DB00719,Azatadine,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00720,Clodronic acid,small molecule,approved,P12235,ADP/ATP translocase 1,SLC25A4
DB00720,Clodronic acid,small molecule,approved,P05141,ADP/ATP translocase 2,SLC25A5
DB00720,Clodronic acid,small molecule,approved,P12236,ADP/ATP translocase 3,SLC25A6
DB00721,Procaine,small molecule,approved,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A
DB00721,Procaine,small molecule,approved,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A
DB00721,Procaine,small molecule,approved,P46098,5-hydroxytryptamine receptor 3A,HTR3A
DB00721,Procaine,small molecule,approved,Q01959,Sodium-dependent dopamine transporter,SLC6A3
DB00721,Procaine,small molecule,approved,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2
DB00721,Procaine,small molecule,approved,P47712,Cytosolic phospholipase A2,PLA2G4A
DB00721,Procaine,small molecule,approved,Q86U10,60 kDa lysophospholipase,ASPG
DB00721,Procaine,small molecule,approved,P26358,DNA (cytosine-5)-methyltransferase 1,DNMT1
DB00721,Procaine,small molecule,approved,Q9Y6K1,DNA (cytosine-5)-methyltransferase 3A,DNMT3A
DB00722,Lisinopril,small molecule,approved,P12821,Angiotensin-converting enzyme,ACE
DB00722,Lisinopril,small molecule,approved,P00797,Renin,REN
DB00723,Methoxamine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00723,Methoxamine,small molecule,approved,P25100,Alpha-1D adrenergic receptor,ADRA1D
DB00723,Methoxamine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00724,Imiquimod,small molecule,approved,Q9NYK1,Toll-like receptor 7,TLR7
DB00724,Imiquimod,small molecule,approved,Q9NR97,Toll-like receptor 8,TLR8
DB00725,Homatropine methylbromide,small molecule,approved,P08172,Muscarinic acetylcholine receptor M2,CHRM2
DB00725,Homatropine methylbromide,small molecule,approved,P11229,Muscarinic acetylcholine receptor M1,CHRM1
DB00725,Homatropine methylbromide,small molecule,approved,P08173,Muscarinic acetylcholine receptor M4,CHRM4
DB00725,Homatropine methylbromide,small molecule,approved,P08912,Muscarinic acetylcholine receptor M5,CHRM5
DB00725,Homatropine methylbromide,small molecule,approved,P20309,Muscarinic acetylcholine receptor M3,CHRM3
DB00726,Trimipramine,small molecule,approved,P31645,Sodium-dependent serotonin transporter,SLC6A4
DB00726,Trimipramine,small molecule,approved,P23975,Sodium-dependent noradrenaline transporter,SLC6A2
DB00726,Trimipramine,small molecule,approved,Q01959,Sodium-dependent dopamine transporter,SLC6A3
DB00726,Trimipramine,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00726,Trimipramine,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB00726,Trimipramine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00726,Trimipramine,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00726,Trimipramine,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00726,Trimipramine,small molecule,approved,P18089,Alpha-2B adrenergic receptor,ADRA2B
DB00726,Trimipramine,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00726,Trimipramine,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00726,Trimipramine,small molecule,approved,P46098,5-hydroxytryptamine receptor 3A,HTR3A
DB00726,Trimipramine,small molecule,approved,P28221,5-hydroxytryptamine receptor 1D,HTR1D
DB00726,Trimipramine,small molecule,approved,P08913,Alpha-2A adrenergic receptor,ADRA2A
DB00727,Nitroglycerin,small molecule,approved,P16066,Atrial natriuretic peptide receptor 1,NPR1
DB00728,Rocuronium,small molecule,approved,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2
DB00728,Rocuronium,small molecule,approved,P08172,Muscarinic acetylcholine receptor M2,CHRM2
DB00728,Rocuronium,small molecule,approved,P46098,5-hydroxytryptamine receptor 3A,HTR3A
DB00731,Nateglinide,small molecule,approved,Q09428,ATP-binding cassette sub-family C member 8,ABCC8
DB00731,Nateglinide,small molecule,approved,P37231,Peroxisome proliferator-activated receptor gamma,PPARG
DB00732,Atracurium besylate,small molecule,approved,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2
DB00733,Pralidoxime,small molecule,approved,P22303,Acetylcholinesterase,ACHE
DB00733,Pralidoxime,small molecule,approved,P06276,Cholinesterase,BCHE
DB00734,Risperidone,small molecule,approved,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB00734,Risperidone,small molecule,approved,P14416,Dopamine D2 receptor,DRD2
DB00734,Risperidone,small molecule,approved,P35368,Alpha-1B adrenergic receptor,ADRA1B
DB00734,Risperidone,small molecule,approved,P18089,Alpha-2B adrenergic receptor,ADRA2B
DB00734,Risperidone,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB00734,Risperidone,small molecule,approved,P18825,Alpha-2C adrenergic receptor,ADRA2C
DB00734,Risperidone,small molecule,approved,P35367,Histamine H1 receptor,HRH1
DB00734,Risperidone,small molecule,approved,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB00734,Risperidone,small molecule,approved,P28221,5-hydroxytryptamine receptor 1D,HTR1D
